"DateTime","Message","Severity"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController still not running, do something","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController still not running, do something","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController still not running, do something","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:45 PM","Service System.ServiceProcess.ServiceController is running on NUHQSARCH1","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSARCH1","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSARCH1","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSARCH1","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSARCH1","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSARCHNATO","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSARCHNATO","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSARCHNATO","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSARCHNATO","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSARCHNATO","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSCAS1","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSCAS2","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSDC1","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH2","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSFILE1","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController still not running, do something","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSFILE1","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSFILE1","1"
"04-Feb-19 2:53:46 PM","Service System.ServiceProcess.ServiceController is running on NUHQSFILE1","1"
"04-Feb-19 2:53:47 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODEXCH1","1"
"04-Feb-19 2:53:47 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODFIL1","1"
"04-Feb-19 2:53:47 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODFIL1","1"
"04-Feb-19 2:53:47 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODFIL1","1"
"04-Feb-19 2:53:47 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODFIL1","1"
"04-Feb-19 2:53:47 PM","Service System.ServiceProcess.ServiceController is running on NUHQSMODFIL1","1"
"04-Feb-19 2:53:47 PM","Service System.ServiceProcess.ServiceController is running on NUHQSSCCM","1"
"04-Feb-19 2:53:47 PM","Service System.ServiceProcess.ServiceController is running on NUHQSSCSM","1"
"04-Feb-19 2:53:48 PM","Service System.ServiceProcess.ServiceController is running on NUHQSSCSMDW","1"
"04-Feb-19 2:53:48 PM","Service System.ServiceProcess.ServiceController is running on NUHQSSPS","1"
"04-Feb-19 2:53:48 PM","Service System.ServiceProcess.ServiceController is running on NUHQSSQL1","1"
"04-Feb-19 2:53:48 PM","Service System.ServiceProcess.ServiceController is running on NUHQSSQL2","1"
"04-Feb-19 2:53:48 PM","Service System.ServiceProcess.ServiceController is running on NUHQSSQLCLUSTER","1"
"04-Feb-19 2:53:48 PM","Service System.ServiceProcess.ServiceController is running on NUHQSWEB1","1"
"04-Feb-19 2:56:56 PM","Service System.ServiceProcess.ServiceController is running on NUHQSEXCH1","1"
"04-Feb-19 2:56:59 PM","Service System.ServiceProcess.ServiceController still not running, do something","1"
